CODIGO_MUNICIPIO;MUNICIPIO;GAL;CODIGO_GAL
44016;Alfambra;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
50018;Alfamén;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
22020;Alfántega;Centro de Desarrollo de la Zona Oriental Huesca;
43008;Alfara de Carles;Consorci per al Desenvolupament del Baix Ebre i Montsià;G184
46024;Alfara de la Baronia;Asociación para el Desarrollo Rural Valencia Interior;G262
3119;Sant Joan d'Alacant;;
49005;Alfaraz de Sayago;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
29003;Alfarnate;Asociación Centro de Desarrollo Rural de la Axarquía;G038
29004;Alfarnatejo;Asociación Centro de Desarrollo Rural de la Axarquía;G038
3120;San Miguel de Salinas;;
46026;Alfarp;Asociación Ruralter- Leader Zona 7;G263
25013;Alfarràs;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
46027;Alfarrasí;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
3121;Santa Pola;;
46023;Alfauir;Asociación Ruralter- Leader Zona 7;G263
25014;Alfés;Consorci Garrigues per al Desenvolupament del Territori;G176
12007;Alfondeguilla;Asociación Ruralter Castellón Sur;G258
43009;Alforja;Consorci Leader Priorat Baix Camp;
50019;Alforque;Centro para el Desarrollo de Las Comarcas del Mar de Aragón;G071
3122;San Vicente del Raspeig/Sant Vicent del Raspeig;;
9011;Alfoz de Bricia;Asociación Centro de Desarrollo Rural Merindades;G132
3123;Sax;;
9907;Alfoz de Quintanadueñas;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
9012;Alfoz de Santa Gadea;Asociación Centro de Desarrollo Rural Merindades;G132
41007;Algaba, La;Asociación Comarcal Gran Vega de Sevilla;G045
24002;Algadefe;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
7004;Algaida;"Associació per al desenvolupament rural ""Mallorca Rural""";G085
41008;Algámitas;Asociación Desarrollo Rural Estepa Sierra Sur;G047
3128;Teulada;;
19016;Algar de Mesa;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
46028;Algar de Palancia;Asociación para el Desarrollo Rural Valencia Interior;G262
18012;Algarinejo;Asociación para el Desarrollo Sostenible del Poniente Granadino;G020
16013;Algarra;"Asociación ""Promoción y Desarrollo Serrano""";G113
3129;Tibi;;
3133;Torrevieja;;
3138;Verger, el;;
3139;Villajoyosa/Vila Joiosa, la;;
25015;Algerri;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
3140;Villena;;
46030;Algimia de Alfara;Asociación para el Desarrollo Rural Valencia Interior;G262
12008;Algimia de Almonacid;Asociación Ruralter Castellón Sur;G258
3901;Poblets, els;;
11005;Algodonales;Asociación Iniciativas Sostenibles Sierra de Cádiz;G007
49006;Algodre;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
19017;Algora;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
3902;Pilar de la Horadada;;
3903;Montesinos, Los;;
30007;Alguazas;Asociación para el Desarrollo Rural Integrado de los municipios de La Vega del Segura;G247
3013;Algueña;Asociación Centro de Desarrollo Rural Alicante;G257
4010;Alhabia;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
4011;Alhama de Almería;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
50020;Alhama de Aragón;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
18013;Alhama de Granada;Asociación para el Desarrollo Sostenible del Poniente Granadino;G020
30008;Alhama de Murcia;Integral, Sociedad para el Desarrollo Rural;G248
13010;Alhambra;Asociación para el Desarrollo del Alto Guadiana-Mancha;G109
4003;Adra;;
29008;Alhaurín el Grande;Grupo Desarrollo Rural Valle del Guadalhorce;G044
18014;Alhendín;Asociación para la Promoción Económica del Valle Lecrín-Temple y La Costa;G024
19018;Alhóndiga;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
10017;Alía;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
44017;Aliaga;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
16014;Aliaguilla;"Asociación ""Promoción y Desarrollo Serrano""";G113
4013;Almería;;
4012;Alicún;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
18015;Alicún de Ortega;Asociación para el Desarrollo Rural de la Comarca de Guadix;G019
24003;Alija del Infantado;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
25017;Alins;Consorci Centre de Desenvolupament Rural Pallars-Ribagorça;G175
43010;Alió;Consorci de Desenvolupament Alt Camp, Conca De Barberà I Anoia;G181
19019;Alique;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
10018;Aliseda;Asociación para el Desarrollo de la Comarca Tajo-Salor-A.monte;G197
42016;Aliud;Asociación Proyecto Noreste de Soria;G160
21002;Aljaraque;"Asociación para el Desarrollo de la Costa Occidental de Huelva ""Guadi-Odiel""";G028
6009;Aljucén;Asociación para el Desarrollo de La Comarca de Lácara;G186
20006;Alkiza;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
33001;Allande;Centro para el Desarrollo Rural del Valle del Ese-Entrecabos;G078
32001;Allariz;Asociación Avinza GDR 15;G227
44021;Allepuz;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
33002;Aller;Grupo Acción Local Montaña Central de Asturias;G080
31011;Allín;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
31012;Allo;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
44022;Alloza;Asociación para el Desarrollo Integral del Bajo Martín y Andorra-Sierra de Arcos;G059
44023;Allueva;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
4014;Almócita;;
29009;Almáchar;Asociación Centro de Desarrollo Rural de la Axarquía;G038
13011;Almadén;"Asociación para el Desarrollo de la Comarca de Almadén ""Montesur""";G108
41009;Almadén de la Plata;Asociación Grupo de Desarrollo Rural de la Sierra Morena Sevillana;G048
13012;Almadenejos;"Asociación para el Desarrollo de la Comarca de Almadén ""Montesur""";G108
19020;Almadrones;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
13013;Almagro;Asociación para el Desarrollo del Campo de Calatrava;G110
42017;Almajano;Asociación Proyecto Noreste de Soria;G160
42018;Almaluez;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
2009;Almansa;"Asociación para el Desarrollo de La Comarca ""Monte Ibérico- Corredor De Almansa""";G100
24004;Almanza;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
10019;Almaraz;Asociacion para el Desarrollo de la comarca del Campo Arañuelo;G196
49007;Almaraz de Duero;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
16015;Almarcha, La;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
29010;Almargen;Grupo de Acción Local Guadalteba;G042
42019;Almarza;Asociación Pinares El Valle para el Desarrollo Rural Integral;G159
26012;Almarza de Cameros;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
4024;Benahadux;;
25020;Almatret;Consorci Garrigues per al Desenvolupament del Territori;G176
42020;Almazán;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
4033;Castro de Filabres;;
42021;Almazul;Asociación Proyecto Noreste de Soria;G160
12010;Almedíjar;Asociación Ruralter Castellón Sur;G258
13014;Almedina;"Asociación de Desarrollo del Campo de Montiel y Campo de Calatrava ""Tierras de Libertad""";G107
14004;Almedinilla;Asociación Grupo de Desarrollo Rural de la Subbética Cordobesa;G013
18016;Almegíjar;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
49008;Almeida de Sayago;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
4047;Gádor;;
42022;Almenar de Soria;Asociación Proyecto Noreste de Soria;G160
4052;Huércal de Almería;;
47008;Almenara de Adaja;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
37027;Almenara de Tormes;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
37028;Almendra;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
6010;Almendral;Asociación para el Desarrollo de la Comarca de Olivenza;G187
45011;Almendral de la Cañada;Asociación para el Desarrollo de la Comarca de Talavera, Sierra de San Vicente y La Jara- Tierras de Talavera;G125
6011;Almendralejo;Federación para el Desarrollo de Sierra Grande Tierra de Barros;G194
21003;Almendro, El;Asociación para el Desarrollo Rural del Andévalo Occidental;G030
16016;Almendros;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
41010;Almensilla;Asociación para el Desarrollo de la Comarca de Aljarafe-Doñana;G050
4074;Pechina;;
46033;Almiserà;Asociación Ruralter- Leader Zona 7;G263
50021;Almochuel;Asociación para el Desarrollo Rural Integral de la Comarca de Campo de Belchite;G069
4078;Rioja;;
13015;Almodóvar del Campo;Asociación para el Desarrollo Sostenible del Valle de Alcudia;G111
16017;Almodóvar del Pinar;Asociación para el Desarrollo Integral de La Manchuela Alta;G115
14005;Almodóvar del Río;Asociación para el Desarrollo Rural del Medio Guadalquivir;G017
29011;Almogía;Grupo Desarrollo Rural Valle del Guadalhorce;G044
19021;Almoguera;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
44018;Almohaja;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
10020;Almoharín;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
4079;Roquetas de Mar;;
50022;Almolda, La;"Asociación ""Monegros, Centro de Desarrollo""";G053
50023;Almonacid de la Cuba;Asociación para el Desarrollo Rural Integral de la Comarca de Campo de Belchite;G069
50024;Almonacid de la Sierra;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
45012;Almonacid de Toledo;"Asociación para el Desarrollo Integrado del Territorio ""Montes Toledanos""";G126
19022;Almonacid de Zorita;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
16018;Almonacid del Marquesado;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
21004;Almonaster la Real;Asociación Grupo de Desarrollo Rural de la Sierra de Aracena y Picos de Aroche;G027
21005;Almonte;Asociación Desarrollo Rural del Condado de Huelva;G026
4080;Santa Cruz de Marchena;;
45013;Almorox;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
4081;Santa Fe de Mondújar;;
3016;Almudaina;Asociación Centro de Desarrollo Rural Alicante;G257
22021;Almudévar;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
50025;Almunia de Doña Godina, La;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
22022;Almunia de San Juan;Centro de Desarrollo de la Zona Oriental Huesca;
22023;Almuniente;"Asociación ""Monegros, Centro de Desarrollo""";G053
4093;Turre;;
13016;Almuradiel;"Asociación de Desarrollo del Campo de Montiel y Campo de Calatrava ""Tierras de Libertad""";G107
4101;Viator;;
44019;Alobras;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
19023;Alocén;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
48912;Alonsotegi;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
29012;Álora;Grupo Desarrollo Rural Valle del Guadalhorce;G044
25022;Alòs de Balaguer;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
21006;Alosno;Asociación para el Desarrollo Rural del Andévalo Occidental;G030
4102;Vícar;;
29013;Alozaina;Asociación Grupo de Desarrollo Rural de la Sierra de las Nieves;G040
4901;Tres Villas, Las;;
29014;Alpandeire;Asociación Centro de Desarrollo Rural de la Serranía de Ronda;G039
42023;Alpanseque;Asociación para el Desarrollo Endógeno de Almazán y otros municipios;G157
50026;Alpartir;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
4902;Ejido, El;;
8004;Alpens;Associació pel Desenvolupament Rural de la Catalunya Central;G172
44020;Alpeñés;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
2010;Alpera;"Asociación para el Desarrollo de La Comarca ""Monte Ibérico- Corredor De Almansa""";G100
4903;Mojonera, La;;
46036;Alpuente;Asociación para el Desarrollo Rural Valencia Interior;G262
18904;Alpujarra de la Sierra;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
3017;Alqueria d'Asnar, l';Asociación Centro de Desarrollo Rural Alicante;G257
46037;Alqueria de la Comtessa, l';Asociación Ruralter- Leader Zona 7;G263
6083;Mérida;;
22024;Alquézar;Centro de Desarrollo Integral del Somontano;G057
7003;Alcúdia;;
4015;Alsodux;Grupo de Desarrollo Rural de la Alpujarra-Sierra Nevada Almeriense;G005
25024;Alt Àneu;Consorci Centre de Desenvolupament Rural Pallars-Ribagorça;G175
9013;Altable;Asociación para el Desarrollo Comarcal Bureba;G134
7005;Andratx;;
16019;Altarejos;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
7011;Calvià;;
22025;Altorricón;Centro de Desarrollo de la Zona Oriental Huesca;
9014;Altos, Los;Asociación Centro de Desarrollo Rural Merindades;G132
31010;Altsasu/Alsasua;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
12012;Altura;Asociación Ruralter Castellón Sur;G258
20906;Altzaga;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
20007;Altzo;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
19027;Alustante;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
7014;Capdepera;;
5012;Amavida;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
34009;Amayuelas de Arriba;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
50027;Ambel;Asociación para el Desarrollo de las Tierras del Moncayo;
28011;Ambite;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
7022;Felanitx;;
15002;Ames;Asociación Terras de Compostela;G215
31013;Améscoa Baja;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
7027;Inca;;
7031;Llucmajor;;
9016;Ameyugo;Asociación para el Desarrollo Comarcal Bureba;G134
20008;Amezketa;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
33003;Amieva;Consorcio para el Desarrollo Rural del Oriente de Asturias;G079
32002;Amoeiro;Asociación de Desenvolvemento Rural da Comarca De Ourense;G229
7033;Manacor;;
7036;Marratxí;;
7039;Muro;;
7040;Palma;;
34010;Ampudia;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
39002;Ampuero;Asociación Grupo de Acción Local Asón- Agüera- Trasmiera;G096
1002;Amurrio;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
34011;Amusco;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
47009;Amusquillo;Asociación Duero Esgueva;G162
44024;Anadón;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
40017;Anaya;Asociación Intermunicipal para el Desarrollo Local en la Comarca de Santa María la Real de Nieva;G155
37029;Anaya de Alba;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
28012;Anchuelo;Asociación de Desarrollo de la Campiña del Henares;
13017;Anchuras;"Asociación ""Concejo de La Mancomunidad de Cabañeros""";G105
31014;Ancín/Antzin;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
49009;Andavías;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
46038;Andilla;Asociación para el Desarrollo Rural Valencia Interior;G262
20009;Andoain;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
44025;Andorra;Asociación para el Desarrollo Integral del Bajo Martín y Andorra-Sierra de Arcos;G059
31015;Andosilla;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
7042;Pollença;;
23005;Andújar;Asociación para el Desarrollo de la Campiña Norte de Jaén;G032
50028;Anento;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
7051;Sant Llorenç des Cardassar;;
25027;Anglesola;Consorci Leader Urgell- Pla D'urgell;
19031;Angón;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
26013;Anguciana;Asociación para el Desarrollo Rural de La Rioja Alta;G254
